url,question,context,answer
https://www.xacbank.mn/product/1148,Бүрдүүлэх материал,CHIP багц төслийн зээл,"Зээлийн өргөдөл (ХасБанкны салбараас эсхүлэнд даржтатаж авна уу)..
Зээл хүсэгч болон хамтран үүрэг гүйцэтгэгчийн иргэний үнэмлэх, түүний хуулбар..
Цалингийн орлоготой бол нийгмийн даатгалын лавлагаа..
Бизнесийн орлоготой бол санхүүгийн баримт, бизнесийн орлого, үйл ажиллагааг тодорхойлох баримт, бусад баримт..
Бусад орлогыг тодорхойлох баримт..
CHIP багц бүтээгдэхүүний нийлүүлэгчээс авсан нэхэмжлэх..
Банкны зүгээс шаардлагатай гэж үзсэн бусад нэмэлт материалууд.."
https://www.xacbank.mn/product/1148,Нийлүүлэгч байгууллагууд,CHIP багц төслийн зээл,"""Өнө монгол гэр"" ХХК- 88117544""Оргил жим"" ХХК - 88110638""Их газрын чулуу"" ХХК - 88114839""Хасагтын содон хийц"" ХХК - 94676767""Мөнх тайж Алтай"" ХХК - 88040875, 86388888Саруул-Өргөө Констракшн - 99113648, ""Бунхан шанд"" ХХК - 89737317""Ихэр сайхан уул"" ХХК - 99944436, ""Буянт хөрс наран"" ХХК - 86121112""Хонгорын оргилд хүрэх зам"" ХХК - 88881256, ""Тансаг шүр"" ХХК - 99489829""Зайвар-Алтай"" ХХК - 99090308""Баян-Алтайн оргил"" ХХК - 99488447""Мастер куалити"" ХХК - 99299139""Дүүрэн жавхаа"" ХХК - 96588862""Соёмбо эмбройдер"" ХХК - 88040875, 95111944""Дэлгэрэх жимс"" ХХК - 98919999""Хуруу цахир"" ХХК - 88051297""Мөнх тайж Алтай"" ХХК - 88040875, 86388888""Жанстчандмана"" ХХК - 89919104"
https://www.xacbank.mn/product/1148,CHIP Зээлийн процесс,CHIP багц төслийн зээл,"Алхам 1: ХарилцагчХорооны халамжын ажилтанд хандаж бүртгүүлнэ. Бүртгэлийг дүүргийн холбогдох нэгж судланаАлхам 2: Дүүргийн төслийн зохицуулагчТөслийн хөнгөлтийн 5 шалгуурийг хангаж байгаа бол худалдан авагчид мэдэгдэж зээлээр авах бол нэхэмжлэх бичиж өгнө.Алхам 3: БанкЗээл гарах боломжтой эсэхийг судлаж батлагдсан тухай харилцагчид бичгээр мэдэгдэнэ.Алхам 4: ХарилцагчЗээл гарсан тухай албан бичгийг дүүргийн ажилтанд өгнө.Алхам 5: Дүүргийн төслийн зохицуулагчДүүргийн төслийн зохицуулагч нийлүүлэгчтэй холбож өгнө.Алхам 6: НийлүүлэгчЧИП багцыг угсарч, суурилуулж өгнө. Хүлээлцсэн актад харилцан гарын үсэг зурна.Алхам 7: ХарилцагчБүтээгдэхүүн хүлээлцсэн актыг Банкны ажилтанд хүргүүлнэ. Зээл олголт хийгдэж хүү тооцогдож эхэлнэ., Алхам 1: ХарилцагчНийлүүлэгчид хандан бүтээгдэхүүнээ сонгоно.Алхам 2: НийлүүлэгчИргэн зээлээр авах бол нэхэмжлэх бичиж өгнө.Алхам 3: БанкХарилцагчид зээл гарах боломжтой эсэхийг судалж зээлийн шийдвэрийг бичгээр гаргаж өгнө.Алхам 4: НийлүүлэгчЧИП багцыг угсарч, суурилуулж өгнө. Хүлээлцсэн актад харилцан гарын үсэг зурна.Алхам 5: ХарилцагчБүтээгдэхүүн хүлээлцсэн актыг Банкны ажилтанд хүргүүлнэ. Зээл олголт хийгдэж хүү тооцогдож эхэлнэ."
https://www.xacbank.mn/product/1149,Давуу тал,Цалингийн хадгаламж,"Илүү өгөөж:Хүүгийн орлогын 10%-тай тэнцэх урамшуулал 12 сар тутамдаа олгоно..
Илүү боломж:Жилд нэг удаа хадгаламжийнхаа 20% хүртэл дүнгээр зарлага гаргах боломжтой..
Илүү хугацаа:5, 10, 15 жилийн хугацаанд тогтвортой өснө.
Хүүг нийлмэл аргаар буюу хүүгээс хүү бодно..
Хадгаламжийн дүн өсөх тусам танд очих өгөөж нэмэгдэнэ..
Хадгаламжаа барьцаалан зээл авч санхүүгийн гэнэтийн хэрэгцээгээ шийдвэрлэх..
Дижитал банкаар дамжуулан хурууны үзүүрээр дансаа удирдах боломжтой.."
https://www.xacbank.mn/product/1149,Бүтээгдэхүүний нөхцөл,Цалингийн хадгаламж,"Төгрөг, 20,000, 5 жил, Зарласан, 12.00%, 2.40%
Бодит*, 12.68%
Данс нээхэд, Хураамжгүй
Гэрээний хугацаанаас өмнө гэрээ цуцлах хураамж, 3,000₮"
https://www.xacbank.mn/product/1149,Хадгаламж нээх,Цалингийн хадгаламж,"Уг хадгаламжийг та банканд ирэлгүйгээр дижитал банкаар нээх боломжтой.
No link found. Check URL: https://www.xacbank.mn/product/1149"
https://www.xacbank.mn/product/1149,Бүрдүүлэх материал,Цалингийн хадгаламж,"Монгол улсын иргэн бол иргэний үнэмлэх..
Гадаадын иргэн бол:Гадаад паспорт – Харилцагчийн зураг, овог нэр, нас, төрсөн огноо оруулсан дугаартай байх.Түр оршин суух үнэмлэх..
Гадаад паспорт – Харилцагчийн зураг, овог нэр, нас, төрсөн огноо оруулсан дугаартай байх..
Түр оршин суух үнэмлэх.."
https://www.xacbank.mn/product/1150,Давуу тал,Мерчантын онлайн зээл,"Таны дансны ашиглалтаас хамаарч зээлийн хэмжээг тэр дор нь тогтооно..
Өмнө нь зээлтэй байсан ч нэг удаа дахин нэмэлтээр зээл авах боломжтой..
Зээлийн хугацааг нэг удаа сунгах боломжтой.."
https://www.xacbank.mn/product/1150,Зээлийн зориулалт,Мерчантын онлайн зээл,"Бизнесийн богино хугацааны эргэлтийн хөрөнгийг санхүүжүүлэх..
Та бизнесийн орлоготой ч өрхийн болон хувийн хэрэгцээндээ зориулж авч болно.."
https://www.xacbank.mn/product/1150,Бүтээгдэхүүний нөхцөл,Мерчантын онлайн зээл,"300,000 – 15,000,000 төгрөг хүртэл, 6 сар, 1.9%, 22.8%, Шинээр авах - зээлийн дүнгийн 1%Нэмж авах - нэмж авч буй дүнгийн 1%Хугацаа сунгах - тухайн үлдэгдэл дүнгийн 1%"
https://www.xacbank.mn/product/1150,Тавигдах шаардлага,Мерчантын онлайн зээл,"ХасБанкны ПОС-ыг 6 сараас доошгүй хугацаанд ашигласан байх..
ХасБанктай мастер гэрээ байгуулсан байх..
Сүүлийн 3 сарын орлогын дундаж 3 сая төгрөгөөс дээш байх..
Зээлийн сайн түүхтэй байх.."
https://www.xacbank.mn/product/1151,Давуу тал,Эмэгтэй бизнес эрхлэгчдийг дэмжих зээл,"Эмэгтэй бизнес эрхлэгчдэд илүү хөнгөлөлттэй хүүг санал болгоно..
50 сая төгрөг хүртэл барьцаагүй..
Ажлын 1-2 өдөрт шийдвэрлэнэ..
Таны бизнесийн онцлог, улирлын шинж чанарт тохируулан зээлийн эргэн төлөлтийн уян хатан нөхцөл санал болгож, зээлийн үндсэн төлбөрөөс 8 хүртэл сараар чөлөөлнө..
Эргэлтийн хөрөнгөө барьцаалан зээл авах боломжтой..
Та зээлтэй хэдий ч дахин зээл олгож, нэмэлт хэрэгцээг санхүүжүүлнэ..
Эргэлтийн хөрөнгийн зээлийг зээлийн шугам байдлаар авах боломжтой.."
https://www.xacbank.mn/product/1151,тавигдах шаардлага,Эмэгтэй бизнес эрхлэгчдийг дэмжих зээл,"✔ Эмэгтэй бизнес эрхлэгч иргэн байх;
No link found. Check URL: https://www.xacbank.mn/product/1151"
https://www.xacbank.mn/product/1151,Бүтээгдэхүүний нөхцөл,Эмэгтэй бизнес эрхлэгчдийг дэмжих зээл,"ЗЭЭЛИЙН ХЭМЖЭЭ, 100 сая төгрөг хүртэл, 100 - 500 сая төгрөг
ЗЭЭЛИЙН ХУГАЦАА, Эргэлтийн хөрөнгийн зориулалтаар: 36 сарҮндсэн хөрөнгийн зориулалтаар: 60 сар
ЗЭЭЛИЙН ХҮҮ, 1.7%/жилийн 20.4%/, 1.6% /жилийн 19.2%/
БАРЬЦАА, 50.0 сая төгрөг хүртэл барьцаагүй50.1-100.0 сая төгрөг хүртэл зөрүү дүнд хөдлөх болон үл хөдлөх хөрөнгө барьцаалах боломжтой, Зээлийн дүнгийн 50%-д үл хөдлөх хөрөнгө барьцаалах
ҮЙЛЧИЛГЭЭНИЙ ШИМТГЭЛ, 1%"
https://www.xacbank.mn/product/1151,Бүрдүүлэх материал,Эмэгтэй бизнес эрхлэгчдийг дэмжих зээл,"ИРГЭН:
No link found. Check URL: https://www.xacbank.mn/product/1151"
https://www.xacbank.mn/product/1152,Давуу тал,"Хүнс, хөдөө аж ахуйн үйлдвэрлэлийг дэмжих эргэлтийн хөрөнгийн зээл","Хаврын тариалалт, намрын ургац хураалтыг төлөвлөсөн хэмжээнд зохион байгуулах, хүнсний боловсруулах үйлдвэрийн хүчин чадал ашиглалт, үйлдвэрлэл, хангамж нэмэгдсэнээр хүнсний түүхий эд, бүтээгдэхүүний чанар, аюулгүй байдал сайжирна..
Үндсэн төлбөрөөс чөлөөлөх хугацаа 6 сар хүртэл.."
https://www.xacbank.mn/product/1152,Зээлийн зориулалт,"Хүнс, хөдөө аж ахуйн үйлдвэрлэлийг дэмжих эргэлтийн хөрөнгийн зээл","Хүнс, газар тариалан, мал аж ахуйн үйлдвэрлэлийн  чиглэлээр үйл ажиллагаа эрхэлдэг иргэн, аж ахуйн нэгж, хоршооны бизнесийн үйл ажиллагаагаа тогтвортой явуулахад шаардлагатай эргэлтийн хөрөнгийн зээл шинээр олгох, дахин санхүүжүүлэх.
No link found. Check URL: https://www.xacbank.mn/product/1152"
https://www.xacbank.mn/product/1152,Бүтээгдэхүүний нөхцөл,"Хүнс, хөдөө аж ахуйн үйлдвэрлэлийг дэмжих эргэлтийн хөрөнгийн зээл","5 тэрбум төгрөг хүртэл, 36 сар хүртэл, 0.42%, 5.0%, 1%"
https://www.xacbank.mn/product/1152,Тавигдах шаардлага,"Хүнс, хөдөө аж ахуйн үйлдвэрлэлийг дэмжих эргэлтийн хөрөнгийн зээл","Дараах үйл ажиллагааны чиглэлийн аль нэгт хамаарах бизнес эрхэлдэг байх. Үүнд:Газар тариалангийн үйлдвэрлэл:https://plant.mofa.gov.mn/цахим системд баталгаажсан байх. Өмчлөх, эзэмших эрхтэй болон түрээсийн газартай, үр тариа, тос, тэжээл, төмс хүнсний ногоо, мөөг, жимс, жимсгэнийн үйлдвэрлэл эрхлэгч.Хүнсний болон сав, баглаа боодолын үйлдвэрлэлийн чиглэлээр үйл ажиллагаа явуулдаг байх.Хүнсний боловсруулах үйлдвэр бүхий аж ахуйн нэгж, Гурил үйлдвэрлэгч аж ахуй эрхлэгчСүү, махны чиглэлийн эрчимжсэн аж ахуй, гахай, тахиа, зөгийн аж ахуй эрхлэгч, тэжээлийн үйлдвэрлэл эрхлэгч..
Газар тариалангийн үйлдвэрлэл:https://plant.mofa.gov.mn/цахим системд баталгаажсан байх. Өмчлөх, эзэмших эрхтэй болон түрээсийн газартай, үр тариа, тос, тэжээл, төмс хүнсний ногоо, мөөг, жимс, жимсгэнийн үйлдвэрлэл эрхлэгч..
Хүнсний болон сав, баглаа боодолын үйлдвэрлэлийн чиглэлээр үйл ажиллагаа явуулдаг байх.Хүнсний боловсруулах үйлдвэр бүхий аж ахуйн нэгж, Гурил үйлдвэрлэгч аж ахуй эрхлэгч.
Хүнсний боловсруулах үйлдвэр бүхий аж ахуйн нэгж, Гурил үйлдвэрлэгч аж ахуй эрхлэгч.
Сүү, махны чиглэлийн эрчимжсэн аж ахуй, гахай, тахиа, зөгийн аж ахуй эрхлэгч, тэжээлийн үйлдвэрлэл эрхлэгч..
Хөдөө аж ахуйн яамнаас ирүүлсэн зээл авах боломжит харилцагчийн жагсаалтад мэдээлэл нь орсон байх..
Шүүхийн хүчин төгөлдөр шийдвэрээр төлөх өр төлбөргүй байх..
Монгол Улсын холбогдох хуулийн дагуу үүсгэн байгуулагдаж, бүртгэгдсэн, Монгол Улсын нутаг дэвсгэрт сүүлийн 12 сараас доошгүй хугацаанд үйл ажиллагаа эрхэлж буй хуулийн этгээд байх..
Бусад нэмэлт шаардлага.."
https://www.xacbank.mn/product/1152,Бүрдүүлэх материал,"Хүнс, хөдөө аж ахуйн үйлдвэрлэлийг дэмжих эргэлтийн хөрөнгийн зээл","ИРГЭН:
No link found. Check URL: https://www.xacbank.mn/product/1152"
https://www.xacbank.mn/product/1153,Давуу тал,"Хүнс, хөдөө аж ахуйн үйлдвэрлэлийг дэмжих хөрөнгө оруулалтын зээл","Таны бизнесийн цар хүрээ, зээлжих чадвараас хамаарч зээлийн хэмжээг тогтооно..
Зээлийн үндсэн төлбөрөөс 12 хүртэл сараар чөлөөлнө.."
https://www.xacbank.mn/product/1153,Зээлийн зориулалт,"Хүнс, хөдөө аж ахуйн үйлдвэрлэлийг дэмжих хөрөнгө оруулалтын зээл","Дотоодын хүнс болон хөдөө аж ахуйн үйлдвэрлэл эрхэлдэг иргэн, хуулийн этгээд, хоршоодод хөрөнгө оруулалтын зориулалтаар шинээр олгох зээл.
No link found. Check URL: https://www.xacbank.mn/product/1153"
https://www.xacbank.mn/product/1153,Бүтээгдэхүүний нөхцөл,"Хүнс, хөдөө аж ахуйн үйлдвэрлэлийг дэмжих хөрөнгө оруулалтын зээл","5 тэрбум төгрөг хүртэл, 60 сар, 0.5%, 6.0%, 1%"
https://www.xacbank.mn/product/1153,Тавигдах шаардлага,"Хүнс, хөдөө аж ахуйн үйлдвэрлэлийг дэмжих хөрөнгө оруулалтын зээл","Газар тариалангийн үйлдвэрлэлийг дэмжих хөрөнгө оруулалтын зээл:Газар тариалангийн үйлдвэрлэлийнhttps://plant.mofa.gov.mn/цахим системд бүртгүүлж баталгаажуулсан байх.Улаан буудайн тариалан эрхэлдэг, үр тариа, тос, буурцагт болон тэжээл, төмсний үйлдвэрлэл эрхлэгч, 4 улирлын хүлэмжийн аж ахуй байгуулах, цагаан будаа, гурвалжин будаа, шар будаа, бог будаа, хөц будаа, хөх тариа, арвай, хүнсний хошуу будаа, чихрийн манжин тариалах, төмс, хүнсний ногооны зоорь, агуулахын аж ахуй байгуулах, эрхлэх аж ахуй нэгж, хоршоо, иргэнд олгох зээл.
Газар тариалангийн үйлдвэрлэлийнhttps://plant.mofa.gov.mn/цахим системд бүртгүүлж баталгаажуулсан байх..
Улаан буудайн тариалан эрхэлдэг, үр тариа, тос, буурцагт болон тэжээл, төмсний үйлдвэрлэл эрхлэгч, 4 улирлын хүлэмжийн аж ахуй байгуулах, цагаан будаа, гурвалжин будаа, шар будаа, бог будаа, хөц будаа, хөх тариа, арвай, хүнсний хошуу будаа, чихрийн манжин тариалах, төмс, хүнсний ногооны зоорь, агуулахын аж ахуй байгуулах, эрхлэх аж ахуй нэгж, хоршоо, иргэнд олгох зээл.
Хүнсний болон хүнсний зориулалтын сав, баглаа боодлын үйлдвэрлэлийг дэмжих хөрөнгө оруулалтын зээл:Жимс, хүнсний ногоо боловсруулах үйлдвэрлэл эрхлэгч, сүү, сүүн бүтээгдэхүүн үйлдвэрлэгч, хүүхдэд зориулсан хүнсний бүтээгдэхүүн боловсруулах үйлдвэрлэл эрхлэгч, сургууль, цэцэрлэгийн хүүхдийн хэрэглээнд зориулан хүнсний бүтээгдэхүүн үйлдвэрлэгч, давс олборлогч, үйлдвэрлэгч, төмс боловсруулж цардуул, төмсөн бүтээгдэхүүний үйлдвэр байгуулах, элсэн чихрийн боловсруулах үйлдвэр байгуулах, хүнсний түүхий эд, бүтээгдэхүүн, хоол үйлдвэрлэгч, хүнсний бүтээгдэхүүний худалдаа эрхлэгч, хүнсний түүхий эд, бүтээгдэхүүн тээвэрлэгч, газар тариалангийн үйлдвэрлэл эрхлэгч, сав, баглаа боодол үйлдвэрлэгч зэрэг аж ахуй нэгж, үйлдвэрлэгчид олгох зээл.
Жимс, хүнсний ногоо боловсруулах үйлдвэрлэл эрхлэгч, сүү, сүүн бүтээгдэхүүн үйлдвэрлэгч, хүүхдэд зориулсан хүнсний бүтээгдэхүүн боловсруулах үйлдвэрлэл эрхлэгч, сургууль, цэцэрлэгийн хүүхдийн хэрэглээнд зориулан хүнсний бүтээгдэхүүн үйлдвэрлэгч, давс олборлогч, үйлдвэрлэгч, төмс боловсруулж цардуул, төмсөн бүтээгдэхүүний үйлдвэр байгуулах, элсэн чихрийн боловсруулах үйлдвэр байгуулах, хүнсний түүхий эд, бүтээгдэхүүн, хоол үйлдвэрлэгч, хүнсний бүтээгдэхүүний худалдаа эрхлэгч, хүнсний түүхий эд, бүтээгдэхүүн тээвэрлэгч, газар тариалангийн үйлдвэрлэл эрхлэгч, сав, баглаа боодол үйлдвэрлэгч зэрэг аж ахуй нэгж, үйлдвэрлэгчид олгох зээл.
Шүүхийн хүчин төгөлдөр шийдвэрээр төлөх өр төлбөргүй байх..
Монгол Улсын холбогдох хуулийн дагуу үүсгэн байгуулагдаж, бүртгэгдсэн, Монгол Улсын нутаг дэвсгэрт сүүлийн 12 сараас доошгүй хугацаанд үйл ажиллагаа эрхэлж байгаа хуулийн этгээд байх..
ХАА-н яамнаас ирүүлсэн зээл авах боломжит харилцагчийн жагсаалтад мэдээлэл нь орсон байх..
Үйлдвэрийн барилга, байгууламж барих, өргөтгөх зориулалтаар хүсэлт гаргасан зээл хүсэгч нь үйлдвэрийн барилга, байгууламжийг төлөвлөх норм дүрэмд нийцэхүйц өөрийн эзэмшлийн өмчлөх, эзэмших эрхтэй газартай байх, зураг төсөл, төсөвтэй байх..
Хүнсний болон хүнсний зориулалтын сав, баглаа боодлын үйлдвэр байгуулах зорилгоор үйлдвэрлэлийн тоног төхөөрөмж худалдан авах, шинэчлэх зориулалтаар хүсэлт гаргасан зээл хүсэгч нь үйлдвэрлэлийн үйл ажиллагааг хэвийн эрхлэх өөрийн ажлын байртай байх..
Худалдан авах үйлдвэрлэлийн тоног төхөөрөмж нь худалдах, худалдан авах гэрээ, эсхүл нэхэмжлэх, гадаадаас орж ирсэн, шинэ тоног төхөөрөмжийн хувьд гаалийн баримт бичиг, тоног төхөөрөмжийн техникийн паспорт, үйлдвэрлэлийн гэрчилгээний хуулбартай, эд хөрөнгийн даатгалд даатгуулсан байх..
Бусад нэмэлт шаардлага.."
https://www.xacbank.mn/product/1153,Бүрдүүлэх материал,"Хүнс, хөдөө аж ахуйн үйлдвэрлэлийг дэмжих хөрөнгө оруулалтын зээл","ИРГЭН:
No link found. Check URL: https://www.xacbank.mn/product/1153"
https://www.xacbank.mn/product/1154,Давуу тал:,Амар зээл,"Дижитал банкаараа хэзээ ч хаанаас ч авах боломжтой..
Хурдан шуурхай буюу 1-2 минут л шаардагдана..
Зээлийн хугацааг сунгах, нэмж авах боломжтой.."
https://www.xacbank.mn/product/1154,Бүтээгдэхүүний нөхцөл,Амар зээл,"440,000 төгрөг хүртэл, 7-30 хоног, 2.0%-2.5%*, Шинээр авах, нэмж авахад шимтгэлгүй.Сунгахад 1% шимтгэлтэй."
https://www.xacbank.mn/product/1154,Тавигдах шаардлага:,Амар зээл,"Хуулийн этгээдэд 6 сараас доошгүй хугацаанд ажилласан, үндсэн ажилтан байх..
Зээлийн муу түүхгүй байх.."
https://www.xacbank.mn/product/117,Сургалтын төрлүүд:,ЖДБ эрхлэгчдэд зориулсан сургалт,"Зээлийн бүтээгдэхүүний сургалт. Та уг сургалтаар зээл авахад тавигдах шаардлага, бүрдүүлэх бичиг баримтын төрлүүд, тэдгээрийг хэрхэн бүрдүүлэх, банкны зээл батлах, олгох процесс зэрэг шаардлагатай мэдээллүүдийг бүрэн авах болно..
Худалдааны санхүүжилтын сургалт. Та уг сургалтаар гадаад худалдаа эрхлэхэд үүсдэг асуудлаа хэрхэн амжилттай шийдвэрлэх тухай мэдлэгтэй болно..
Банкны болон лизинг, даатгалын бүтээгдэхүүн, үйлчилгээний сургалт..
Банктай хамтран ажиллаж буй төсөл хөтөлбөрүүдийн сургалт /Экспортыг дэмжих, бизнесийн зөвлөх үйлчилгээ, хамтарсан санхүүжилт гэх мэт/.."
https://www.xacbank.mn/product/12,Давуу тал:,Орон сууцны зээл,"Өөрийн хэрэгцээнд тохирсон шийдлээр зээл авах боломжтой..
Орон сууц авахаас гадна гараж худалдан авах хэрэгцээгээ нэг дор шийдвэрлэх боломжтой..
Өөрийн санхүүгийн чадварт тохирсон зээлийн хэмжээг Банкаар урьдчилан тогтоолгож, “Батламж” авснаар цаг хугацаанд шахагдалгүйгээр өөрийн хүссэн орон сууцыг сонгох боломжтой.."
https://www.xacbank.mn/product/12,Та орон сууцтай болох гэж байгаа бол:,Орон сууцны зээл,"100 хувийн санхүүжилтийн зээлХарилцагч та санхүүгийн тодорхой эх үүсвэр, тогтмол орлоготой болсон ч орон сууцны зээлд хамрагдах урьдчилгаа төлбөрөө хараахан бүрдүүлж амжаагүй байгаа бол анхны орон сууцаа худалдан авч буй залуу гэр бүлд зориулсан “100 хувийн санхүүжилтийн"" зээлийг сонгоорой..
Нөхцөл сайжруулах зээлХарилцагч та ХасБанкны орон сууцны зээлээр орон сууц, хашаа байшин өмнө нь худалдан авсан хэдий ч цаг хугацаа өнгөрөхийн хэрээр таны өрхийн орлого өсч, гэр бүл тань өнөр өтгөн болж, одоогийн амьдарч буй орон сууцаа томосгох, чанар байдлыг сайжруулах, хашаа байшингаас орон сууцанд шилжин амьдрах хэрэгцээ бий болсон бол “Орон сууцны нөхцөл сайжруулах"" зээлийг сонгоорой..
Батламжийн үйлчилгээТа амьдран суух үл хөдлөх хөрөнгөө хараахан сонгож амжаагүй байгаа бол өөрийн санхүүгийн чадварт тохирсон зээлийн хэмжээг Банкаар урьдчилан тогтоолгон, цаг хугацаанд шахагдалгүйгээр өөрийн хүссэн сууцаа сонгоорой.."
https://www.xacbank.mn/product/12,Бүтээгдэхүүнийн нөхцөл,Орон сууцны зээл,"Дээд хэмжээ, Улаанбаатар, 500 сая төгрөг, 500 сая төгрөг
Орон нутагт, 200 сая төгрөг, 200 сая төгрөг
Урьдчилгаа төлбөр, 25%, Урьдчилгаа төлбөрт дүйцэхүйц үнэлгээтэй нэмэлт үл хөдлөх хөрөнгө барьцаалах
Хүү*, Сарын, ₮: 1.5%
Жилийн, ₮: 18.0%
Хугацаа, 240 сар
Үйлчилгээний шимтгэл, Урьдчилгаа 25%-40%: 1.0%Урьдчилгаа 40%-50%: 0.5%Урьдчилгаа 50%-аас дээш: 0.0%"
https://www.xacbank.mn/product/12,Бүрдүүлэх материал:,Орон сууцны зээл,"Зээлийн өргөдөл /маягтаар/..
Зээл хүсэгч болон түүний гэр бүлийн гишүүдийн иргэний үнэмлэх, нотариатаар гэрчлүүлсэн хуулбарын хамт..
Зээл хүсэгчийн сүүлийн 12 сарын дотор авахуулсан 3х4 хэмжээтэй 2 хувь цээж зураг..
Зээл хүсэгч болон түүний гэр бүлийн гишүүдийн товч танилцуулга..
Орон сууцны урьдчилгаа төлбөрийг төлсөн, эсхүл төлөх боломжтойг нотлох баримт /төлбөр төлсөн баримт, хадгаламжийн гэрээ, дэвтэр гэх мэт/..
Худалдан авах орон сууцны өмчлөх эрхийн улсын бүртгэлийн гэрчилгээний нотариатаар гэрчлүүлсэн хуулбар..
Зээл хүсэгч болон худалдагч тал үл хөдлөх эд хөрөнгө худалдах, худалдан авах гэрээ байгуулсан бол түүний эх хувь..
Банкны зүгээс шаардлагатай гэж үзсэн бусад нэмэлт материал.."
https://www.xacbank.mn/product/121,Давуу тал,Захиалгат гүйлгээ,"Таны цагийг хэмнэнэ..
Үйлчилгээний төлбөр хямд..
Интернэтээр дамжуулан дансны хуулгаа авч болно..
Тогтсон хугацаанд, тогтмол дүнтэй төлбөрийг хугацаа алдалгүй төлж байхболомжтой.."
https://www.xacbank.mn/product/121,Бүтээгдэхүүнийн нөхцөл,Захиалгат гүйлгээ,"Гэрээ байгуулахад, Үнэгүй
Гэрээний дагуу хийгдэх гүйлгээ бүрээс, Шимтгэлгүй
Гэрээний дагуу банк хоорондын гүйлгээ бүрээс, Шимтгэлгүй
Гэрээний нөхцөлд өөрчлөлт оруулахад, Шимтгэлгүй"
https://www.xacbank.mn/product/121,БҮРДҮҮЛЭХ  БИЧИГ БАРИМТ,Захиалгат гүйлгээ,"Байгууллагын бичгээр гаргасан хүсэлт..
Стэндинг ордер гэрээ байгуулах.."
https://www.xacbank.mn/product/122,Давуу тал:,Бэлтгэн нийлүүлэгчийн зээл,"Барьцаа хөрөнгө шаардахгүй..
Зээлийн судалгаа хийгдэхгүй..
Зах зээл дээрх хамгийн бага хүүтэй..
Хүсэлтийг ажлын 3 өдөрт шийдвэрлэнэ..
Бүрдүүлэх бичиг баримт энгийн, хялбар.."
https://www.xacbank.mn/product/122,Бүрдүүлэх материал,Бэлтгэн нийлүүлэгчийн зээл,"Аж ахуй нэгжийн анкет, өргөдөл..
Удирдлага хувь нийлүүлэгчдийн анкет, иргэний үнэмлэхний хуулбар..
Oюу Толгой ХХК-иар баталгаажуулсан нэхэмжлэх..
Oюу Толгой ХХК-тай байгуулсан ханган нийлүүлэлтийн гэрээ..
Тухайн бизнесийн үйл ажиллагааг эрхлэхэд шаардлагатай тусгай зөвшөөрөл / тусгай зөвшөөрөл шаардлагатай бол/..
Бусад.."
https://www.xacbank.mn/product/123,ЗОРИУЛАЛТ,Үндсэн хөрөнгийн зээл,"Зээлийн зориулалтаар, барилга байгууламж, газар худалдан авах, барих..
Машин, тоног төхөөрөмж худалдан авах, суурилуулахтай холбоотой зардал санхүүжүүлэх.."
https://www.xacbank.mn/product/123,Давуу тал,Үндсэн хөрөнгийн зээл,"Зээлийн хугацаа урт буюу 60 сар хүртэл..
Зээлийн үндсэн төлбөрөөс бизнесийн онцлогт тохируулан 24 сар хүртэл чөлөөлөх боломжтой..
Хамтын ажиллагааны хүрээнд зээлийн хүү буурах..
Интернет банкны үйлчилгээг үнэ төлбөргүй авах..
Сар бүрийн орлоготой уялдуулан эргэн төлөлтийн хэмжээг тогтоох..
Бизнесийн хэрэгцээ шаардлагаас хамааран хугацаанаас өмнө зээлээ хаахад ямар нэгэн шимтгэлгүй..
Барьцаа хөрөнгийн уян хатан нөхцөлтэй.."
https://www.xacbank.mn/product/123,Нөхцөл,Үндсэн хөрөнгийн зээл,"Зээлийн хэмжээ, Таны бизнесийн хэрэгцээ шаардлагад үндэслэнэ.
Зээлийн зарласан хүү /сараар/, 1.5 - 1.8%, 1.1 - 1.5%
/жилийн 18.0% -21.6%/, /жилийн 13.2% - 18.0%/
Зээлийн хугацаа, 60 сар хүртэл
Үйлчилгээний шимтгэл, 1.00%, 0.5%
Зээлийн өргөдлийн хураамж, 0 төгрөг"
https://www.xacbank.mn/product/123,ТАВИГДАХ ШАЛГУУР,Үндсэн хөрөнгийн зээл,"Сүүлийн 6 сарын хугацаанд тухайн бизнесийн үйл ажиллагаагаа явуулсан байх..
Тухайн бизнесийн үйл ажиллагааг эрхлэхэд шаардлагатай тусгай зөвшөөрлийг эрх бүхий байгууллагаас авсан, зөвшөөрөл нь зээл төлөгдөж дуусах хүртэл хүчин төгөлдөр байх эсхүл тодорхой хугацаагаар олгогддог тусгай зөвшөөрлийн хувьд цаашид сунгагдах боломжтой байх..
Бусад банк, санхүүгийн байгууллага болон иргэн, хуулийн этгээдэд муу зээлийн түүхгүй байх..
Бизнесийн орлого зарлагаа тогтмол хөтөлдөг ба бүртгэл /хуулийн этгээдийн хувьд нягтлан бодох бүртгэл/ хөтлөлт нь тухайн бизнесийн үйл ажиллагааны тухай бодит мэдээллийг илэрхийлэх боломжтой байх..
Зээлдэгч банкнаас шаардсан материалыг үнэн зөв, бүрэн гаргадаг байх..
Зээл хүсэгч бизнес хийх явцдаа хуулийн этгээд байгуулан үйл ажиллагаа явуулж байсан бол уг хуулийн этгээд нь дампуурсан эсхүл муу зээлийн түүхгүй байх.."
