id,"context","question","answer"
"faq_19_0","Импортын аккредитив","Импортын аккредитив нээлгэхэд ямар бичиг баримтууд бүрдүүлэх вэ?","Хэрэв дансандаа мөнгөө байршуулах буюу эх үүсвэртэй нээлгэх бол:Аккредитив нээх хүсэлт Энд дарж татаж авна уу;Худалдааны гэрээ эсвэл түүнтэй адилтгах бичиг баримт.Эх үүсвэргүй нээлгэх бол:Аккредитив нээх хүсэлт Энд дарж татаж авна уу;Худалдааны гэрээ эсвэл түүнтэй адилтгах бичиг баримт;Банкны зээлдэгчийн бүрдүүлэх бичиг баримтын жагсаалт."
"faq_19_1","Импортын аккредитив","Аккредитив нээлгэх хүсэлтийн маягтыг хэрхэн бөглөх вэ?","Аккредитив нээлгэх хүсэлтийн маягтыг хэрхэн бөглөх зааврыг Энд даржүзнэ үү."
"faq_19_2","Импортын аккредитив","ХасБанк дэлхийн ямар улсууд руу импортын аккредитив гаргаж чадах вэ?","Таны харилцагч дэлхийн аль ч оронд байсан ХасБанк импортын аккредитивыг гаргах болно."
"faq_19_3","Импортын аккредитив","Импортын аккредитивын талаархи илүү дэлгэрэнгүй мэдээллийг хэнээс авч болох вэ?","Та өөрт ойрхон ХасБанкны салбар дээр очиж илүү дэлгэрэнгүй мэдээллийг түргэн шуурхай аваарай."
"faq_19?lang=mn_0","Импортын аккредитив","Импортын аккредитив нээлгэхэд ямар бичиг баримтууд бүрдүүлэх вэ?","Хэрэв дансандаа мөнгөө байршуулах буюу эх үүсвэртэй нээлгэх бол:Аккредитив нээх хүсэлт Энд дарж татаж авна уу;Худалдааны гэрээ эсвэл түүнтэй адилтгах бичиг баримт.Эх үүсвэргүй нээлгэх бол:Аккредитив нээх хүсэлт Энд дарж татаж авна уу;Худалдааны гэрээ эсвэл түүнтэй адилтгах бичиг баримт;Банкны зээлдэгчийн бүрдүүлэх бичиг баримтын жагсаалт."
"faq_19?lang=mn_1","Импортын аккредитив","Аккредитив нээлгэх хүсэлтийн маягтыг хэрхэн бөглөх вэ?","Аккредитив нээлгэх хүсэлтийн маягтыг хэрхэн бөглөх зааврыг Энд даржүзнэ үү."
"faq_19?lang=mn_2","Импортын аккредитив","ХасБанк дэлхийн ямар улсууд руу импортын аккредитив гаргаж чадах вэ?","Таны харилцагч дэлхийн аль ч оронд байсан ХасБанк импортын аккредитивыг гаргах болно."
"faq_19?lang=mn_3","Импортын аккредитив","Импортын аккредитивын талаархи илүү дэлгэрэнгүй мэдээллийг хэнээс авч болох вэ?","Та өөрт ойрхон ХасБанкны салбар дээр очиж илүү дэлгэрэнгүй мэдээллийг түргэн шуурхай аваарай."
"faq_20_0","Экспортын аккредитив","Манай байгууллагын нэрэн дээр экспортын аккредитив нээгдэж ирсэн эсэхийг хэрхэн мэдэх вэ?","ХасБанкинд харилцагч таны экспортын аккредитив нээгдэж ирсэн даруйд бид утсаар болон захидлаар мэдэгдэнэ."
"faq_20_1","Экспортын аккредитив","Нээгдэн ирсэн экспортын аккредитивт нэмэлт өөрчлөлт оруулж болох уу?","Экспортын аккредитивт нэмэлт өөрчлөлт оруулахын тулд та импортлогчтойгоо харилцан тохиролцсоны үндсэн дээр аккредитив гаргагч банкнаас нэмэлт өөрчлөлтийг оруулдаг. Хэрэв танд нэмэлт өөрчлөлт оруулахад тусламж хэрэгтэй бол ХасБанк аккредитив гаргагч банктай холбогдон таны асуудлыг шийдвэрлэхэд тусалн"
"faq_20_2","Экспортын аккредитив","Экспортын аккредитивын тухай илүү дэлгэрэнгүй мэдээллийг хэрхэн авах вэ?","Та өөрт ойр ХасБанкны салбар дээр ирж илүү дэлгэрэнгүй мэдээллийг аваарай."
"faq_21_0","Бэлтгэн нийлүүлэгчийн зээл","“Бэлтгэн нийлүүлэгчийн зээл”-ийн үйлчилгээг авахын тулд ямар шалгуур хангах шаардлагатай вэ?","Оюу Толгой ХХК-ийн ханган нийлүүлэгч байх;Хүчин төгөлдөр гэрээтэй байх;Нийлүүлсэн бараа, ажил үйлчилгээний төлбөрийг ХасБанкин дахь дансаар хүлээн авах;Тухайн бизнесийн үйл ажиллагааг эрхлэхэд тусгай зөвшөөрөл шаардагддаг бол уг тусгай зөвшөөрлийг эрх бүхий байгууллагаас авсан байх;"
"faq_21_1","Бэлтгэн нийлүүлэгчийн зээл","Ямар бичиг баримт бүрдүүлэх вэ?","Аж ахуй нэгжийн анкет, өргөдөл;Удирдлага хувь нийлүүлэгчдийн анкет, иргэний үнэмлэхний хуулбар;Oюу Толгой ХХК-иар баталгаажуулсан нэхэмжлэх;Oюу Толгой ХХК-тай байгуулсан ханган нийлүүлэлтийн гэрээ ;Тухайн бизнесийн үйл ажиллагааг эрхлэхэд шаардлагатай тусгай зөвшөөрөл / тусгай зөвшөөрөл шаардлагатай бол/;Бусад."
"faq_21_2","Бэлтгэн нийлүүлэгчийн зээл","“Бэлтгэн нийлүүлэгчийн зээл”-ийн үйлчилгээг авах процессыг тайлбарлана уу?","Та захиалгын дагуу бараа нийлүүлэн эсхүл үйлчилгээг Оюу Толгой ХХК – дүзүүлнэ;Та нэхэмжлэхээ Оюу Толгой ХХК – аар баталгаажуулан авна:Та бэлтгэн нийлүүлэгчийн зээлийн хүсэлтээ ХасБанкинд гаргаж холбогдох бичиг баримтыг бүрдүүлж өгнө;ХасБанк ханган нийлүүлэгчтэй холбогдох гэрээг байгуулж, гэрээний дагуу санхүүжилтийг олгоно."
"faq_22_0","Гадаад баталгаа","Гадаад баталгаа нээлгэхэд ямар бичиг баримтууд бүрдүүлэх вэ?","Эх үүсвэртэй Баталгаа:Баталгаа гаргуулах хүсэлт;Баталгааны төрлөөсөө хамааран гүйцэтгэлийн гэрээ, хамтран ажиллах гэрээ гэх зэрэг холбогдох бичиг баримтууд.Эх үүсвэргүй Баталгаа:Баталгаа гаргуулах хүсэлт;Баталгааны төрлөөсөө хамааран гүйцэтгэлийн гэрээ, хамтран ажиллах гэрээ гэх зэрэг холбогдох бичиг баримтууд;Банкны зээлийн бүрдүүлэх бичиг баримтууд."
"faq_22_1","Гадаад баталгаа","ХасБанк дэлхийн ямар улсууд руу баталгаа гаргаж чадах вэ?","Таны харилцагч дэлхийн аль ч оронд байсан ХасБанк баталгааг гаргах болно."
"faq_22_2","Гадаад баталгаа","Гадаад баталгааны талаархи илүү дэлгэрэнгүй мэдээллийг хэнээс авч болох вэ?","Та өөрт ойрхон ХасБанкны салбар дээрочиж илүү дэлгэрэнгүй мэдээллийг түргэн шуурхай аваарай."
"faq_23_0","РэдПойнт","Цуглуулсан оноогоо хэрхэн бүртгүүлэх вэ?","Төлбөрийн картаар хийсэн бэлэн бус гүйлгээний оноо автоматаар орох бөгөөд энэ тохиолдолд хэрэглэгч тухайн гүйлгээг хийсэн төлбөрийн картын дугаараа бүртгүүлэх шаардлагатай юм. Жишээ нь RedPoint Mongolia апп-д ХасБанкны картын 16 оронтой дугаараа бүртгүүлээд (4 хүртэлх картыг нэг зэрэг бүртгүүлэх боломжтой) тус картаараа Петровисийн ШТС, Петромарт болон ХасБанкны тусгай тэмдэглэлтэй ПОС дээр худалдан авалт хийхэд РэдПойнт оноо нь шууд бүртгэгдэнэ.RedPointMongolia апп-тэй (апп-гаа app store болон play store-с татан авч бүртгүүлнэ) харилцагчид картаа бүртгүүлэхдээ:“Хэрэглэгч” цэсрүү орно,“Тохиргоо” цэсийг сонгоно,Нэмэх (+) товчийг дарна,Төлбөрийн картын мэдээлэл гэсэн хэсэгт картын дугаар бүхий 16 оронтой тоог бичнэ.Вэбээр харилцагчид картаа бүртгүүлэхдээ:“Профайл” цэсийг сонгоно,“Тохиргоо” цэсийг сонгоно,Нэмэх (+) товчийг дарна,Төлбөрийн картын мэдээлэл гэсэн хэсэгт картын дугаар бүхий 16 оронтой тоог бичнэ."
"faq_23_1","РэдПойнт","RedPoint яаж худалдаж авах вэ?","RedPoint ашиглан худалдан авалт хийхэд цуглуулсан RedPoint дутах үед 1 RedPoint-ийг 2 төгрөгөөр үнэлэн дараах сувгуудын ашиглан нэмэлтээр RedPoint худалдаж авах боломжтой.Qpay үйлчилгээ;Картын онлайн гүйлгээ (и-коммерс);Candy оноо /Мобикомос баталгаажуулах ТАН код смс-ээр илгээнэ, тухайн ТАН код нь илгээснээс 2 минутын дотор л хүчинтэй байна/.Мөн (бүртгэлтэй хэрэглэгч)ямар ч шимтгэл төлөхгүйгээр өөрийн RedPoint-оо бусдад бэлэглэх, бусдаас RedPoint хүлээн авах боломжтой.Нэг өдөрт хамгийн багадаа 1000 оноо, ихдээ 10.000 оноо шилжүүлж болно. Redpoint шилжүүлэх цэсээр хийх боломжтой."
"faq_23_2","РэдПойнт","Хэрхэн бараа захиалах вэ?","Вэб-р бараа захиалахдаа www.redpoint.mn-рүү нэвтэрч ороод RedPoint гэсэн цэсийг сонгоно. Каталог хэсгээс худалдан авах бүтээгдэхүүн, үйлчилгээгээ сонгоод худалдаж авах товчийг дарна. Өөрт хамгийн ойр байрлах ШТС-ыг сонгоно.Бараа хүлээн авахад ашиглах БАР КОД-ыг и-мэйлээр илгээнэ.RedPoint Mongolia апп-руу нэвтэрч ороод зүүн доод буланд байрлах цүнхний зурган дээр дараад Каталог хэсгээс худалдан авах бүтээгдэхүүн, үйлчилгээгээ сонгоод худалдаж авах товчийг дарна. Өөрт хамгийн ойр байрлах ШТС-ыг сонгоно. Бараа хүлээн авахад ашиглах БАР КОД-ыг и-мэйлээр илгээнэ.СМС-ээр бараа захиалахдаа хэрэглэгч өөрийн бүртгэлтэй дугаараас 130360 тусгай дугаарт бараа болон ШТС-ын кодыг илгээнэ. Илгээсний дараа 130360-с хэрэглэгчрүү баталгаажуулах смс явуулах бөгөөд хэрэглэгч захиалгаа баталгаажуулан Y (латин) үсэг илгээнэ. Илгээсний дараа 130360-с хэрэглэгчийн захиалгыг баталгаажуулан хүлээн авсан тухай хариу мэдэгдэл явуулах ба бараа тухайн ШТС дээр бэлэн болмогц 130360-с хэрэглэгчийн захиалсан бараа бэлэн болсон тухай мэдэгдэл бараагаа авахад шаардагдах БАР КОД-н хамт илгээнэ (Mессежээр бараа захиалахад 60 REDPOINT хасагдана).ЖИЧ: Захиалга баталгаажсаны дараа хүргэлтийн хугацаанаас хамаарч 7-21 хоногийн дараа таны бараа сонгосон ШТС-д бэлэн болно."
"faq_23_3","РэдПойнт","RedPoint-ийн харилцагчийн үйлчилгээний дугаар хэд вэ?","1131-8020 (Даваа-Баасан 09:00-18:00)"
"faq_25_0","Кредит карт","Кредит карт гэж юу вэ?","Банкнаас таны хувийн хэрэглээнд зориулан олгосон зээлийн эрх бүхий төлбөрийн карт юм.Кредит картын зээлийн эрхийг банк тогтооно."
"faq_25_1","Кредит карт","Кредит картын хүү","Кредит карт нь 2 янзын хүүтэй байдаг.Бэлэн бус зарлагын хүү - энэ нь худалдаа үйлчилгээний байгууллагаас худалдан авалт хийхэд тооцогддог хүү. ХасБанкны кредит картууд нь бэлэн бус зарлагын хүүнээс чөлөөлөх нөхцөлтэй байдаг.Бэлэн зарлагын хүү - энэ нь кредит картаараа АТМ болон банкны салбараас авахад тооцогдох хүү юм."
"faq_25_2","Кредит карт","Кредит картаас авах боломжтой бэлэн мөнгийн хэмжээ","Кредит картаасаа бэлэн мөнгө авах хэмжээ нь нийт батлагдсан зээлийн хэмжээний 30% хүртэл байдаг."
"faq_25_3","Кредит карт","ХасБанкны кредит картаар гадаадад улсад болон вэбсайтаар гүйлгээ хий болох эсэх","ХасБанкны кредит карт нь олон улсын виза карт бөгөөд VISA гэсэн тэмдэг бүхий байгууллагуудаар үйлчлүүлэх боломжтой.Мөн VISA гэсэн тэмдэг бүхий бүх л вэбсайтаар гүйлгээ хийх бүрэн боломжтой.Анхаарах зүйлс:Интернэт үйлчилгээний байгууллагын гэрээ, нөхцөлтэй сайтар танилцах, танилцаагүйн үүднээс сар бүр тогтмол төлбөр гарч таны данснаас шууд суутгагдах зэрэг асуудлууд гарч болзошгүйИнтернэт худалдааны цахим хуудаснаас худалдан авалт хийхдээ аль болох https://-ээр эхэлсэн буюу хамгаалалт сайтай цахим хуудсаар үйлчлүүлэхГадаад улсад уншуулсан эсхүл гадаад вэбсайтаас худалдан авалт хийсэн тохиолдолд таны дансанд тухайн дүнгээр битүүмж үүсэж 2-30 хоногийн дараа хасалт хийгддэг."
"faq_25_4","Кредит карт","Кредит картын нэхэмжлэхээ хэрхэн мэдэх вэ?","Сар бүрийн 2-ны өдөр банканд бүртгэлтэй утсанд нь өмнөх сарын нэхэмжлэхийн дүн болон хэдний дотор төлөх ёстой мэдэгдэх мессеж харилцагчид очно.Нэхэмжлэхийн дэлгэрэнгүй хуулгаа интернэт банкаараа нэвтрэн орж харна."
"faq_25_5","Кредит карт","Кредит картын төлбөрөө хэрхэн төлөх вэ?","Та төлбөрийн нэхэмжлэхэд тусгасан сарын төлбөрийг тогтоосон хугацаанаас өмнө заавал төлөх үүрэгтэй. Сарын төлбөр гэдэг нь нийт төлбөрийн 10%-г хэлнэ.Төлбөр төлөх сувгууд нь:Интернэт банк;Банкны салбараар;Орлогын АТМ ашиглан;Банк хоорондын шилжүүлгээр;"
"faq_26_0","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Хамтран зээлдэгч гэж хэн бэ?","Зээлийн гэрээнд зээлдэгчийн нэгэн адил эрх эдэлж, үүрэг хүлээж байгаа этгээдийг хамтран зээлдэгч гэнэ."
"faq_26_1","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Батлан даагч гэж хэн бэ?","Зээлдэгч нь авсан зээл, хүүг гэрээнд заасан хугацаанд гүйцэтгэж чадахыг Банкны өмнө баталж, хэрэв гүйцэтгэхгүй бол зээлдэгчийн өмнөөс зээлийн төлбөрийг төлөх үүрэг хүлээж Банктай гэрээ байгуулсан иргэн, хуулийн этгээдийг хэлнэ."
"faq_26_2","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Хуулийн этгээдийн нэр дээр зээлтэй бол хувь эзэмшигч, захирал нь зээл авч болох уу?","Банкны шаардлагыг хангаж байгаа бол болно."
"faq_26_3","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Бизнесийн зээлтэй бол төслийн зээл авч болох уу?","Төслийн зээлийн нэмэлт шалгуурыг хангаж байгаа тохиолдолд болно. Банканд урьдчилан мэдэгдэх шаардалагатай."
"faq_26_4","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Төслийн зээлтэй бол бизнесийн зээл авч болох уу?","Банкны шалгуур үзүүлэлтүүдийг хангаж байгаа бол болно."
"faq_26_5","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Өмнө нь огт зээл авч байгаагүй иргэн, хуулийн этгээд зээл авч бололх уу?","Болно. Зээлийн шалгуур үзүүлэлтүүд хангасан тохиолдолд судалж үзсэний үндсэн дээр зээл олгох эсэх шийдвэр гаргана."
"faq_26_6","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Өөр бусад банканд зээлтэй бол бизнесийн зээл авах боломжтой юу?","Боломжтой. Бусад банкны зээлийн мэдээлэл, таны бизнесийн зээлийн судалгааг хийж үзсэний үндсэн дээр зээл олгох эсэх шийдвэр гаргана."
"faq_26_7","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Бизнесийн зээлд хамтран үүрэг гүйцэтгэгч заавал шаардах уу?","Зээлийн эрсдэлийн үнэлгээнээс хамааран шаардана."
"faq_26_8","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Орон сууцны зээл, өрхийн хэрэглээний бусад зээлтэй бол бизнесийн зээл авч болох уу?","Болно. Зээлийн судалгаагаар бизнесийн орлогоороо зээл төлөх боломжтой байвал бизнесийн зээл авч болно."
"faq_26_9","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Бизнесийн зээлд орлого нотлох баримт гэж ямар баримт шаардах вэ?","Иргэн бол сүүлийн 6 сарын бизнесийн орлого дамжсан дансны хуулга. Хуулийн этгээд бол татварын албанаас баталгаажсан тайлан."
"faq_26_10","Бизнесийн зээлийн түгээмэл асуулт, хариулт","ХасБанкнаас өөр бусад банкны дансаар борлуулалтын орлого дамждаг бол зээл олгох уу.","Олгоно. Тухайн борлуулалтын орлого дамждаг банкны дансны сүүлийн 6 сарын хуулгын мэдээллээр орлогыг баталгаажуулна."
"faq_26_11","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Бизнесийн зээлд ямар барьцаа хөрөнгө шаардах вэ?","Үл хөдлөх эд хөрөнгө, хөдлөх эд хөрөнгө, эргэлтийн хөрөнгө барьцаална."
"faq_26_12","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Хөдлөх хөрөнгөд юу юу ордог вэ?","Хэвийн үйл ажиллагаатай машин, техник хэрэгсэл, тоног төхөөрөмж."
"faq_26_13","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Барьцаа хөрөнгийг заавал даатгалд хамруулах уу?","Зээлээр санхүүжүүлж буй хөрөнгө бол заавал даатгуулна."
"faq_26_14","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Зээлийн эргэн төлөлтөөс тодорхой хугацаагаар чөлөөлүүлж болох уу?","Бизнесийн улирлын онцлог, орлогын давтамжаас хамааруулан үндсэн төлбөрөөс чөлөөлүүлж болно. Үндсэн төлбөрөөс чөлөөлүүлсэн саруудад зөвхөн хүүний төлбөр төлнө."
"faq_26_15","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Бизнесийн зээлд өөрийн бус хөрөнгийг барьцаалж болох уу?","Болно. Зээлийн хэмжээнээс хамааран тодорхой хэмжээнд барьцаалах боломжтой."
"faq_26_16","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Эргэлтийн хөрөнгийн зээл, үндсэн хөрөнгийн зээл давхар авч болох уу?","Болно. Бизнесийн орлого барьцаа хөрөнгийн хэмжээнээс хамааран давхар зээл авч болно."
"faq_26_17","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Барьцаа хөрөнгийг 2-оос дээш зээл дээр давхар барьцаалж болох уу?","Зөвхөн ХасБанкны 2-оос дээш зээлд давхар барьцаалж болно. Банк нь барьцаа хөрөнгийг тэргүүн ээлжинд шаардах эрхтэйгээр барьцаалдаг."
"faq_26_18","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Барьцааны гэрээнд барьцаалуулагч заавал өөрийн биеэр ирж гарын үсэг зурах уу?","Тийм. Барьцааны гэрээнд насанд хүрээгүй хүүхдийг эцэг эх төлөөлөн барьцаа хөрөнгө хамтран өмчлөгчийн зөвшөөрөлд гарын үсэг зурна."
"faq_26_19","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Зээл хугацаа хэтэрвэл барьцаа хөрөнгийг хурааж авах уу?","Зээл төлүүлэхтэй холбоотой арга хэмжээг авсны үр дүнд зээлийг барьцаа хөрөнгөөр үүргийн гүйцэтгэл хангуулах шаардлагатай гэж үзвэл ШШГГ-н шийдвэрийн дагуу шийдвэрлэнэ."
"faq_26_20","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Зээлийн судалгааг заавал газар дээр очиж үзэх үү?","Тийм. Газар дээр буюу таны бизнесийн үйл ажиллагааг зээлийн ажилтан очиж танилцан судалгааг хийнэ."
"faq_26_21","Бизнесийн зээлийн түгээмэл асуулт, хариулт","Зээлийн хугацаанд банканд санхүүгийн мэдээллүүдээ заавал шинэчлэн өгөх шаардалагтай юу?","Банкны зүгээс шаардсан бүх мэдээллийг гаргаж өгөх тухай зээлийн гэрээнд тусгасан байдаг."
"faq_4_0","Хадгаламж","Ямар валютаар хадгаламжийн данс нээлгэж болох вэ?","Төг, Ам.Доллар, Юань, Евро"
"faq_4_1","Хадгаламж","Хүүгээс хүү бодох арга, энгийн хүү бодох арга хоорондын ялгаа юу вэ?","Жишээ нь:Та 10,000,000 төгрөгийн хадгаламжтай бөгөөд жилийн 15%-ийн хүүг энгийн аргаар боддог бол жилийн эцэст 1,500,000 (сар бүр тогтмол 125,000) төгрөгийн хүү авч нийт 11,500,000 төгрөгтэй болно.Харин нийлмэл аргаар боддог бол эхний сард 1.25% (15%/12)-ийн хүү 125,000 төгрөг бодогдож үндсэн хадгаламж дээр нэмэгдэх бөгөөд 2 дахь сард 10,125,000 төгрөгөөс 1.25%-ийн хүү 126,563 төгрөг бодогдож өмнөх сарын хадгаламжийн үлдэгдэл болох 10,125,000 төгрөг дээр нэмэгдэн 10,251,563 төгрөг болно. Гэх мэтчилэн явсаар жилийн эцэст та 11,607,545 төгрөгтэй болно.Дээрх жишээг харьцуулбал, нийлмэл аргаар бодсон хүү энгийн аргаар бодсон хүүгээс 107,545 төгрөгөөр илүү байна. Мөнгөний ийнхүү үржүүлэх хүчийг олон жилээр тооцвол хүүгийн өгөөж үлэмж өндөр болно."
"faq_4_2","Хадгаламж","Хадгаламж эзэмшигч өөрийн биеэр ирж чадахгүй тохиолдолд хэрхэн хадгаламжаасаа зарлага гаргах вэ?","Хадгаламж эзэмшигч нь хүндэтгэн үзэх шалтгааны улмаас өөрийн биеэр банкинд ирж чадахгүй тохиолдолд итгэмжлэгдсэн төлөөлөгчөөр дамжуулан гүйлгээ хийж болно. Энэ тохиолдолд банк нь Иргэний хуульд заасан шаардлага хангасан хүчин төгөлдөр итгэмжлэл, итгэмжлэгдсэн төлөөлөгчийн иргэний үнэмлэх /паспорт/ , түүнтэй адилтгах баримт бичгийг үндэслэл болгож, дансанд гүйлгээ хийнэ /зөвхөн нэг удаа, тодорхой заасан тоон дээр/Гадаадад байгаа хадгаламж эзэмшигчийн хувьд тухайн оршин сууж амьдарч байгаа газрын Монгол улсаас томилогдон ажиллаж байгаа консулаар /консул нь нотариатын үүрэг давхар гүйцэтгэдэг/ гарын үсгээ хянуулж, баталгаажуулсан өргөдөл, паспортын хуулбар зэргийг факсаар буюу электрон шуудангаар явуулсан байхад мөнгийг шилжүүлэх буюу итгэмжлэгчид олгоно."
"faq_4_3","Хадгаламж","Дансны үлдэгдэл болон орлого орсон эсэхийг яаж шалгах вэ?","Та ХасБанкны дараах үйлчилгээг ашиглан дансны үлдэгдэлээ мэдэх боломжтой.ХасИнфо – и-мэйл болон мессежМобайл банкЦахим банкATM"
"faq_4_4","Хадгаламж","Хадгаламж эзэмшигч хадгаламжаа бусадтай хамтран эзэмшиж болох уу? Хэдэн хамтран эзэмшигчтэй байж болох вэ?","Болно. Хадгаламж эзэмшигч хадгаламжаа бусадтай хамтран эзэмших тохиолдолд, банкинд албан ёсны хүсэлт гаргасны үндсэн дээр хамтран эзэмшигчийн овог нэр, иргэний үнэмлэх, регистрийн дугаарыг бичүүлж, баталгаат гарын үсгийг нь зуруулж авна.Хадгаламжийн данс 5 хүртэл хамтран эзэмшигчтэй байж болно."
"faq_4_5","Хадгаламж","Банкинд ирэлгүйгээр хадгаламжиндаа орлого нэмж болох уу?","Боломжтой, Та манай банкны Захиалгат гүйлгээ үйлчилгээг ашиглан урьдчилан гэрээ байгуулан өөрийн цалин эсвэл бусад данснаас автоматаар орлого хийх боломжтой. Мөн манай банкны интернет банк ашиглаж болно."
"faq_4_6","Хадгаламж","Хадгаламжийн хугацааг сунгах хүсэлтэй бол хэрхэн сунгуулах вэ?","Анх хадгаламжийн гэрээгээ байгуулахдаа сунгалт хийлгэх тохиргоо хийлгэж болно. Хэрэв тохиргоо хийгээгүй бол хадгаламжийн хугацаа дуусахад хадгаламж нээлгэсэн салбартаа очин хугацаагаа сунгуулна. Харин өөрөө очих боломжгүй бол өөрийн итгэмжлэгдсэн төлөөлөгчөөрөө дамжуулан салбарт хүсэлтээ гарган сунгуулж болно."
"faq_4_7","Хадгаламж","Хадгаламжаа барьцаалан зээл авч болох уу? ХасБанкны аль салбарт хандах вэ?","Боломжтой. Хадгаламж барьцаалсан зээлийг Хасбанкны аль ч салбараас, Мөн интернэт банкаар дамжуулан 1 цагын дотор авах боломжтой."
"faq_4_8","Хадгаламж","Хугацаатай хадгаламжийг гэрээний хугацаанаас өмнө цуцлах тохиолдолд?","12 сар хүртэлх хугацаат хадгаламж бол жилийн 2.4% хүүгээр, байршуулсан хугацаанд хүүг тооцон олгоно. Хэрэв урт хугацаат хадгаламж бол гэрээ цуцлах өдрөөс өмнөх 365 хоногийн хүүг 2.4%-р бодож олгоно.Та заавал хадгаламжийнхаа хүүг цуцлахгүйгээр хадгаламж барьцаалсан зээл авах боломжтой."
"faq_4_9","Хадгаламж","Хадгаламжийн дэвтрээ хаясан эсхүл үрэгдүүлсэн тохиолдолд яах вэ?","Банкинд яаралтай мэдэгдэх шаардлагатай. Шинэ хадгаламжийн дэвтэр авахын тулд хадгаламжийн данс анх нээлгэсэн салбар, тооцооны төвд иргэний үнэмлэхтэйгээ очин хүсэлтээ гаргана."
"faq_4_10","Хадгаламж","Хадгаламж эзэмшигч нас барсан тохиолдолд яах вэ?","Хадгаламж эзэмшигч нас барсан тохиолдолд өв залгамжлах эрхийн гэрчилгээ, өв залгамжлагчийн иргэний үнэмлэх эсвэл гадаад паспортыг үндэслэн эрх бүхий этгээдэд мөнгөн хадгаламжийг олгох эсвэл уг гэрээг түүний нэр дээр шинэчлэн хийнэ."
"faq_5_0","Тээврийн хэрэгсэл худалдан авах зээл","Урьдчилгаа төлбөр болох 20%-д дүйцүүлж нэмэлтээр үл хөдлөх хөрөнгө барьцаалах уу?","Монголд ашиглагдаж буй улсын дугаартай автомашин худалдан авахаас бусад тохиолдолд урьдчилгаа дүйцүүлж ҮХХ барьцаалах боломжтой."
"faq_5_1","Тээврийн хэрэгсэл худалдан авах зээл","Урьдчилгаа төлбөрийг өндөр дүнгээр төлвөл зээлийн хүү буурах боломжтой юу?","Монголд ашиглагдаж буй улсын дугаартай автомашин худалдан авахаас бусад тохиолдолд боломжтой."
"faq_9_0","Хадгаламж барьцаалсан зээл /ХБЗ/","Хадгаламж барьцаалсан зээлийн шимтгэл хэд байдаг вэ?","Хадгаламж барьцаалсан зээлийн тогтоосон хэмжээн дотор дахин авч байгаа дүнгээс шимтгэл авахгүй. Шимтгэлийг сунгалт хийлгэж буй дүн болон нэмэгдүүлж буй дүнгээс 0.5%-иар авдаг."
